objectid,year,state,agency,unit_id,fire_name,inc_num,alarm_date,cont_date,cause,comments,report_ac,gis_acres,c_method,objective,fire_num,shape_length,shape_area
8489,1969,CA,CCO,LAC,,0,1969-07-10,,14,,,9.81845855712891,,1,0,887.663129731414,39733.891623572
7240,1969,CA,CDF,SLU,PAINTED ROCK,0,1969-07-12,,14,,,448.787445068359,,1,132,7275.58566970478,1816178.3961179
8496,1969,CA,CCO,LAC,,0,1969-07-14,,14,,,51.4257049560547,,1,0,2888.10333040444,208112.443682518
10172,1969,CA,CCO,LAC,,0,1969-07-14,,14,,,10.5677127838135,,1,0,1073.74306212866,42766.0161225544
3576,1969,CA,CCO,KRN,WILLIAMS RANCH,1897,1969-07-16,,14,,,269.925384521484,,1,277,6787.0730268101,1092349.23006085
8483,1969,CA,CCO,LAC,,0,1969-07-16,,14,,,33.0946350097656,,1,0,1443.29998243421,133929.232676385
10426,1969,CA,CCO,LAC,,0,1969-07-17,,14,,,20.2054576873779,,1,0,1504.11623413165,81768.5866680356
10642,1969,CA,CDF,TCU,HATLER,0,1969-07-18,,14,,,113.806488037109,,1,92,3101.90825369781,460558.520016191
15956,1969,CA,USF,STF,DRY GULTCH,,1969-07-21,1969-07-21,7,20090305,15,6.52851676940918,8,1,48,641.902004857189,26419.9693733823
3574,1969,CA,CCO,KRN,SHELL OIL CO.,2003,1969-07-22,,14,,,345.639709472656,,1,307,6171.40260629362,1398754.24069742
5299,1969,CA,USF,SRF,BEAR,0,1969-07-23,,1,,,6.57207870483398,,1,400004,578.851901517744,26596.259330752
5300,1969,CA,USF,SRF,JUMP,0,1969-07-23,,1,,,2.48953056335449,,1,400006,356.26642349136,10074.7729152558
5301,1969,CA,USF,SRF,SIGNAL,0,1969-07-23,,1,,,5.97452163696289,,1,400007,551.909256207482,24178.0308999866
5302,1969,CA,USF,SRF,SURPRISE,0,1969-07-23,,1,,,24.4776554107666,,1,300532,1349.42928076422,99057.559090216
5303,1969,CA,USF,SRF,GROUSE,0,1969-07-23,,1,,,289.163818359375,,1,300526,6715.48070370309,1170204.46235728
8953,1969,CA,USF,SRF,DEAD,0,1969-07-23,,1,,,6.97053480148315,,1,300528,596.14122003181,28208.7544546043
8954,1969,CA,USF,SRF,OLD,0,1969-07-23,,1,,,3.58473944664001,,1,300529,427.508669138142,14506.9258162661
10672,1969,CA,CDF,TGU,LIGHTNING #6/BRUSHY,0,1969-07-23,,1,,,1426.98376464844,,1,85,13127.3778778917,5774798.2245073
8955,1969,CA,USF,SRF,MADDEN,0,1969-07-24,,1,,,6.37282133102417,,1,300535,570.009351027654,25789.892145346
8956,1969,CA,USF,SRF,CEDAR,0,1969-07-24,,1,,,8.2650842666626,,1,300538,649.142157815473,33447.6084188362
8957,1969,CA,USF,SRF,GRIZZLY,0,1969-07-25,,1,,,4.9789605140686,,1,300541,503.831777323057,20149.1379621612
8239,1969,CA,CDF,FKU,AVENAL CANYON,0,1969-07-30,,2,,,983.234924316406,,1,101,9687.62192448801,3979010.63535403
10650,1969,CA,CDF,SLU,BIDART,0,1969-08-04,,14,,,483.816162109375,,1,181,6051.66633142937,1957934.51762534
10640,1969,CA,CDF,LNU,CEDAR RIDGE,0,1969-08-09,,14,,,255.626098632812,,1,136,4042.59321558752,1034482.14225305
10644,1969,CA,CDF,NEU,IOWA HILL,0,1969-08-09,,14,,,464.405914306641,,1,301,6197.1772300933,1879384.02658108
5304,1969,CA,USF,SRF,GO,0,1969-08-13,,2,,,298.063018798828,,1,101517,4610.27627937809,1206218.2166834
10639,1969,CA,CDF,AEU,BASS LAKE ROAD,0,1969-08-15,,14,,,357.872772216797,,1,150,5453.5242804714,1448259.66855153
10669,1969,CA,CDF,FKU,BIG CREEK,0,1969-08-15,,9,,,2476.30297851562,,1,18,15319.2292203897,10021242.1624922
10665,1969,CA,USF,ENF,PEBBLE CANYON,0,1969-08-16,,9,,,242.807159423828,,1,000065C3,4201.86721671604,982605.707676157
15955,1969,CA,USF,STF,LUMSDEN,,1969-08-16,1969-08-16,4,20090305,10,12.5620584487915,6,1,70,1044.41535209163,50836.8464870121
10681,1969,CA,CCO,LAC,SAN FRAN FIRE,31000,1969-08-17,,14,,,856.892456054688,,1,36,12072.554520964,3467720.69775114
10641,1969,CA,CDF,CZU,CROCKER #60,0,1969-08-19,,14,,,186.069854736328,,1,164,3279.97288657613,752997.988839715
10663,1969,CA,CDF,BDU,PILOT,955,1969-08-20,,14,,,1879.53649902344,,1,309,16690.5086792252,7606214.12563092
5298,1969,CA,USF,SRF,FORT,0,1969-08-21,,5,,,2.7881932258606,,1,300553,377.031489765103,11283.41768507
5307,1969,CA,USF,KNF,ALLEN,0,1969-08-21,,2,,,21.0391521453857,,1,192,1161.29110369279,85142.4297085463
8490,1969,CA,CCO,LAC,,0,1969-08-21,,14,,,42.8745040893555,,1,0,2080.03418761115,173506.962071857
2626,1969,CA,CDF,RRU,BLUE MOUNTAIN,0,1969-08-22,,14,,,462.649505615234,,1,317,7744.65038389559,1872276.14471281
9430,1969,CA,CDF,MVU,MOOSA,0,1969-08-22,,9,,,6944.10791015625,,1,360,50755.4099998249,28101808.560693
10655,1969,CA,CDF,MVU,TELEGRAPH,0,1969-08-22,,14,,,370.780731201172,,1,364,4714.42891298902,1500496.41736669
7243,1969,CA,CDF,BEU,BRYAN,0,1969-08-25,,14,,,1061.28430175781,,1,40,8305.73062456723,4294865.09839882
8482,1969,CA,CCO,LAC,,0,1969-08-26,,14,,,75.1419067382812,,1,0,2844.91656978083,304088.508088918
5308,1969,CA,USF,KNF,LITTLE NORTH FORK,0,1969-08-29,,2,,,198.463073730469,,1,196,4042.27006251709,803151.573106923
10664,1969,CA,USF,ENF,HELLS DELIGHT,0,1969-08-31,,9,,,45.7676734924316,,1,000083PL,1912.94565659805,185215.206234961
10648,1969,CA,CDF,BTU,RENO,0,1969-09-01,,14,,,640.789733886719,,1,13,8734.81480631826,2593184.06187595
10656,1969,CA,CDF,BEU,WILKINSON,0,1969-09-01,,14,,,1957.80517578125,,1,27,12962.394303356201,7922956.65940349
10674,1969,CA,CCO,LAC,BITTER FIRE,312037,1969-09-02,,14,,,816.997497558594,,1,647,10769.6770287415,3306271.55023227
10646,1969,CA,CDF,SCU,PINTO CANYON,0,1969-09-03,,14,,,464.775939941406,,1,11,6328.48723091866,1880881.52433556
10668,1969,CA,CDF,FKU,BURROUGH (VALLEY),0,1969-09-03,,14,,,2228.1455078125,,1,19,14880.951631609,9016985.05514044
8487,1969,CA,CCO,LAC,,0,1969-09-05,,14,,,172.796081542969,,1,0,3722.6061723239,699280.961274985
10653,1969,CA,CDF,MVU,HONEY #12,0,1969-09-05,,14,,,216.910980224609,,1,401,4140.44219685806,877807.564378532
3573,1969,CA,CCO,KRN,HOG CAMP,2635,1969-09-06,,14,,,142.451858520508,,1,420,3384.79571565416,576482.191887212
10651,1969,CA,CDF,MMU,LIGHTNING #36,0,1969-09-07,,14,,,4662.0068359375,,1,142,27701.4895004545,18866472.1402909
8240,1969,CA,USF,SRF,HAINES,0,1969-09-08,,2,,,10.952335357666,,1,478,747.257417325067,44322.5268995273
8492,1969,CA,CCO,LAC,,0,1969-09-08,,14,,,26.8182468414307,,1,0,2364.9063252835,108529.593403456
10676,1969,CA,CCO,LAC,OASIS FIRE,312031,1969-09-08,,14,,,173.36506652832,,1,7100,4961.67840386268,701583.525807327
8237,1969,CA,CCO,MRN,HILL RANCH,0,1969-09-09,,14,,,73.3553009033203,,1,433,2508.65141279298,296858.364881985
10666,1969,CA,USF,ENF,SALT,0,1969-09-09,,1,,,10.3835849761963,,1,123,764.326017206953,42020.8791854657
8486,1969,CA,CCO,LAC,,0,1969-09-10,,14,,,71.952278137207,,1,0,2731.87380510132,291180.534566875
10679,1969,CA,CCO,LAC,BOLE FIRE,31000,1969-09-10,,14,,,715.080383300781,,1,42,9674.44166319769,2893827.58010307
10429,1969,CA,CCO,LAC,,0,1969-09-12,,14,,,77.5962142944336,,1,0,2549.42387573424,314020.731651726
18278,1969,CA,NPS,KNP,HOMER'S N,0,1969-09-29,1969-10-01,1,,13,14.9037418365479,8,1,9062,1140.23156220439,60313.3043887349
8238,1969,CA,CCO,MRN,S AND T RANCH,0,1969-09-30,,14,,,209.597915649414,,1,453,3525.82767250273,848212.664529583
10645,1969,CA,CDF,TCU,KISTLER,0,1969-10-03,,14,,,657.395263671875,,1,55,7703.76256385128,2660384.28876807
10649,1969,CA,CDF,TUU,BALD MOUNTAIN,0,1969-10-03,,14,,,242.222518920898,,1,110,4610.06118545526,980239.769607556
3571,1969,CA,CCO,KRN,D. ALBITRE,2876,1969-10-04,,14,,,234.532211303711,,1,482,4230.79119516399,949118.199645755
8484,1969,CA,CCO,LAC,,0,1969-10-04,,14,,,39.1062431335449,,1,0,2093.67538406389,158257.347913115
8488,1969,CA,CCO,LAC,,0,1969-10-04,,14,,,57.9641418457031,,1,0,2390.83184391096,234572.563738123
8952,1969,CA,USF,SRF,SMOKER,0,1969-10-04,,4,,,2.48917031288147,,1,479,356.241189119947,10073.3150676531
8494,1969,CA,CCO,LAC,,0,1969-10-05,,14,,,30.989330291748,,1,0,1788.41721099975,125409.366869813
8495,1969,CA,CCO,LAC,,0,1969-10-05,,14,,,69.9163055419922,,1,0,2747.16643617598,282941.263679267
10647,1969,CA,CDF,TCU,RED HILLS,0,1969-10-05,,14,,,232.246490478516,,1,205,3866.87824978601,939868.190823611
15954,1969,CA,USF,STF,NORTH FORK,,1969-10-05,1969-10-06,7,20090305,95,49.9247817993164,6,1,176,1812.48468960722,202038.427446354
3568,1969,CA,CDF,RRU,OGDEN,0,1969-10-06,,14,,,268.419281005859,,1,596,6894.9891252743,1086254.27200162
14380,1969,CA,CCO,SBC,BUELL,0,1969-10-07,,14,,,539.785461425781,,1,609,9334.44816551253,2184434.30773157
8485,1969,CA,CCO,LAC,,0,1969-10-08,,14,,,4.70022439956665,,1,0,621.747770686423,19021.1324105168
10677,1969,CA,CCO,LAC,VALENCIA FIRE,312037,1969-10-11,,14,,,537.215576171875,,1,3162,10742.9441685117,2174034.22235097
8493,1969,CA,CCO,LAC,,0,1969-10-12,,14,,,40.1821250915527,,1,0,2055.45274076874,162611.289897632
10683,1969,CA,CCO,LAC,,0,1969-10-12,,14,,,635.355102539062,,1,0,8549.30549588924,2571190.95653913
18549,1969,CA,NPS,PIP,,,1969-10-28,1969-10-28,14,Greenlee & Moldenke only mpd to prk bndry,0.4023551985869,0.402408957481384,6,1,,147.244603754375,1628.49122475225
10678,1969,CA,CCO,LAC,WELDON FIRE,312037,1969-10-29,,14,,,4010.47534179688,,1,3188,35002.0897844027,16229818.0203516
10675,1969,CA,CCO,LAC,VALLEY VIEW FIRE,312038,1969-11-01,,14,,,122.568565368652,,1,121,4360.2276476168,496017.379734134
3570,1969,CA,CCO,VNC,TORREY CANYON,0,1969-11-20,,14,,,1654.76306152344,,1,0006913F,20318.1460825184,6696588.64702769
10654,1969,CA,CDF,MVU,MOTHER MIGUEL,0,1969-11-28,,14,,,305.156494140625,,1,601,4931.32549855413,1234924.48000944
10680,1969,CA,CCO,LAC,SUGAR LOAF FIRE,316028,1969-11-28,,14,,,121.831489562988,,1,297,4467.06990627841,493034.531991072
15975,1970,CA,USF,STF,MEYERS,,1970-03-19,1970-03-22,5,20090305,19,12.9240398406982,6,1,1,911.085013320154,52301.7339205053
8012,1970,CA,USF,TNF,YELLOW,0,1970-03-20,1970-03-20,3,,10,6.09198808670044,,1,1,768.153110228684,24653.4011216033
15976,1970,CA,USF,STF,RIM,,1970-03-26,1970-03-27,5,20090305,40,106.429664611816,8,1,2,2952.52576034736,430705.56922066
8783,1970,CA,USF,SRF,GO,0,1970-04-01,1970-04-01,5,,3,2.98693037033081,8,1,1,390.237744496437,12087.6780918828
785,1970,CA,USF,MNF,BRISCOE,0,1970-04-05,1970-04-05,9,,40,20.9812049865723,8,1,1,1181.36468933816,84907.9253049994
10887,1970,CA,CCO,KRN,SHELL OIL CO.,698,1970-04-22,,14,,,186.136138916016,,1,95,3562.20291482871,753266.241121388
485,1970,CA,CDF,RRU,TERRACE HILL,0,1970-05-02,,14,,,1847.62145996094,,1,232,25800.725591545,7477058.69482515
2003,1970,CA,CCO,LAC,,0,1970-05-02,,14,,,51.5505142211914,,1,0,2325.45382143302,208617.532448052
10877,1970,CA,CDF,MMU,MOTHER'S DAY,0,1970-05-10,,14,,,304.518157958984,,1,3,8205.92798892132,1232341.25337267
12711,1970,CA,USF,LPF,,0,1970-05-12,1970-05-13,5,,285,147.513580322266,8,1,11,3381.8148179855,596966.282114627
482,1970,CA,CDF,RRU,JURUPA (RAILROAD #16),0,1970-05-14,,14,,,1157.02624511719,,1,272,11762.9459447089,4682318.94348008
7541,1970,CA,CCO,LAC,,0,1970-05-14,,14,,,3.20909261703491,,1,0,515.666388662805,12986.7374513745
8655,1970,CA,USF,SQF,PROJECT,0,1970-05-14,1970-05-17,2,,435,326.591674804688,8,1,1,6012.35519163859,1321669.67193323
8755,1970,CA,CCO,LAC,,0,1970-05-14,,14,,,108.50422668457,,1,0,2580.50518438757,439101.017709355
8765,1970,CA,CCO,LAC,,0,1970-05-14,,14,,,10.0021047592163,,1,0,1059.9555777707,40477.0808352902
10127,1970,CA,CDF,FKU,YPARRAGUIRRE,0,1970-05-14,,14,,,364.924407958984,,1,33,5359.51817321771,1476796.70363274
10891,1970,CA,CCO,LAC,,0,1970-05-14,,14,,,4.23279809951782,,1,0,710.944457581273,17129.5254670834
3681,1970,CA,CCO,LAC,,0,1970-05-15,,14,,,15.7385206222534,,1,0,1038.84807369799,63691.5316102977
6438,1970,CA,CDF,SLU,WILLOW ROAD,0,1970-05-15,,14,,,391.649169921875,,1,71,6887.82695730782,1584947.94702643
8777,1970,CA,CCO,ORC,NELSON,0,1970-05-15,,9,,,3586.169921875,,1,167,24003.041987588,14512714.5110326
14382,1970,CA,CCO,SBC,GULF OIL CORPORATION,0,1970-05-15,,14,,,696.875549316406,,1,186,7732.68236997447,2820155.20203388
18377,1970,CA,NPS,CNP,GRASS,0,1970-05-15,1970-05-16,14,"Fire documented in CHIS report. Perim, ignit loc mapped. Should add to SACS",708,707.533874511719,6,,1,11613.8506925885,2863288.08973361
8761,1970,CA,CCO,LAC,,0,1970-05-17,,14,,,70.2737426757812,,1,0,2398.66291875391,284387.738878643
8767,1970,CA,CCO,LAC,,0,1970-05-17,,14,,,10.6933784484863,,1,0,1154.04469499545,43274.5653452471
14443,1970,CA,USF,KNF,ERICKSON,0,1970-05-17,1970-05-18,3,,288,152.953765869141,8,1,7,3241.65719460211,618981.905774477
18579,1970,CA,NPS,PIP,,,1970-05-17,1970-05-17,14,Greenlee & Moldenke only mpd to prk bndry,115.748891359661,115.768714904785,6,1,,3912.52858352702,468499.367037772
783,1970,CA,CDF,MMU,LONG RIDGE,0,1970-05-18,,9,,,597.804260253906,,1,4,7729.18976522022,2419227.99262666
8753,1970,CA,CCO,LAC,,0,1970-05-23,,14,,,17.3201999664307,,1,0,1423.51096996013,70092.3658794894
8780,1970,CA,USF,TOI,,0,1970-05-28,,5,,,4.43348169326782,,1,5,685.015178763154,17941.6644181781
10121,1970,CA,CDF,BEU,GRIGORY,0,1970-05-28,,14,,,289.884735107422,,1,300,5033.18594059173,1173121.87501406
486,1970,CA,CDF,RRU,VIRGINIA,0,1970-05-31,,14,,,1737.26574707031,,1,330,16641.0904363009,7030465.17574287
3132,1970,CA,USF,SQF,POWERHOUSE,0,1970-05-31,1970-06-01,3,,702,692.02783203125,8,1,8,10169.7698647266,2800537.35051489
6455,1970,CA,CCO,KRN,POWER HOUSE,1115,1970-05-31,,14,,,918.166320800781,,1,174,9145.60328162255,3715687.20870109
2015,1970,CA,CCO,LAC,,0,1970-06-01,,14,,,12.6015882492065,,1,0,1026.98623600659,50996.8172412067
6456,1970,CA,CCO,KRN,RIPLEY LEASE,1138,1970-06-01,,14,,,1371.10278320312,,1,178,8459.41952419009,5548656.10692625
6453,1970,CA,CCO,KRN,BLACKWELL LAND CO.,1154,1970-06-02,,14,,,464.029174804688,,1,180,5425.18236397897,1877859.40390614
10875,1970,CA,CDF,TUU,GIBBON,0,1970-06-02,,14,,,492.780181884766,,1,50,5432.29425299678,1994210.62942054
12409,1970,CA,USF,PNF,HECKER,0,1970-06-02,1970-06-04,1,,45,35.4895362854004,8,1,22,1523.97591632386,143621.053730704
14444,1970,CA,USF,KNF,WOOLEY,0,1970-06-02,1970-06-06,1,,48,23.5079536437988,8,1,26,1240.36924716561,95133.3156330873
9702,1970,CA,CCO,LAC,CALGROVE FIRE,312037,1970-06-03,,14,,,43.0493965148926,,1,3475,2211.27665090024,174214.724839328
10904,1970,CA,USF,SQF,COW FLAT,0,1970-06-04,1970-06-05,2,,63,36.0995674133301,8,1,12,1612.5161630189,146089.773307098
10436,1970,CA,CDF,NEU,JACINTO,0,1970-06-05,,14,,,385.178802490234,,1,304,5495.70358275,1558763.25603656
10883,1970,CA,CDF,RRU,BOX,0,1970-06-06,,14,,,317.465240478516,,1,352,6885.40184061508,1284736.2876686
10896,1970,CA,CCO,LAC,,0,1970-06-13,,14,,,6.41601705551147,,1,0,604.996552358177,25964.699479172
10125,1970,CA,CDF,FKU,FRESNO RIFLE #2,0,1970-06-16,,14,,,793.780883789062,,1,66,7000.40803499645,3212317.17608555
10878,1970,CA,CDF,TUU,OAT CANYON,0,1970-06-17,,14,,,139.103057861328,,1,58,4120.31426180659,562930.085373002
2004,1970,CA,CCO,LAC,,0,1970-06-22,,14,,,3.2308337688446,,1,0,466.818105643356,13074.720176417
8778,1970,CA,USF,TOI,,0,1970-06-22,,1,,,8.38809776306152,,1,31,811.994527188896,33945.4289811526
3423,1970,CA,CCO,LAC,,0,1970-06-23,,14,,,29.6522274017334,,1,0,1665.3135623798,119998.303610689
15907,1970,CA,USF,STF,BANDARITA,,1970-06-23,1970-06-23,5,20090305,15,14.287859916687,8,1,19,917.21946957288,57820.9183848457
3424,1970,CA,CCO,LAC,,0,1970-06-24,,14,,,1.15252137184143,,1,0,268.60905220438,4664.08853824401
8001,1970,CA,USF,SQF,HUME,0,1970-06-24,1970-06-25,7,,175,179.292129516602,8,1,29,4158.07008900628,725569.485623065
6454,1970,CA,CCO,KRN,OLD TEJON RANCH,1435,1970-06-26,,14,,,719.023071289062,,1,239,9736.77931622481,2909783.22978255
8759,1970,CA,CCO,LAC,,0,1970-06-26,,14,,,37.590747833252,,1,0,1529.13597229041,152124.35927803
8762,1970,CA,CCO,LAC,,0,1970-06-26,,14,,,17.5742053985596,,1,0,1190.3660504781,71120.2852093236
10871,1970,CA,CDF,SCU,VAQUERO,0,1970-06-26,,14,,,550.914245605469,,1,3,11018.8438728485,2229470.96662366
15045,1970,CA,USF,BDF,,0,1970-06-26,1970-06-26,7,,115,112.258110046387,8,1,72,3484.85960047427,454292.454851204
1978,1970,CA,CDF,NEU,CAMP FAR WEST,0,1970-06-27,,14,,,588.699401855469,,1,34,10844.7915037155,2382381.84601619
8781,1970,CA,CCO,MRN,JEWELL RANCH,0,1970-06-28,,14,,,75.6821670532227,,1,236,2437.68221116522,306274.876940427
7975,1970,CA,CCO,LAC,SHANNON FIRE,312038,1970-06-29,,14,,,2509.40161132812,,1,162,26611.9206950006,10155187.6657709
10889,1970,CA,CCO,LAC,SAN FRANCISQUITO FIRE,312037,1970-06-29,,14,,,4488.79296875,,1,3511,29142.6725748847,18165501.0262122
11230,1970,CA,USF,BDF,,0,1970-06-29,1970-06-29,3,,208,212.105697631836,8,1,80,3726.03969564162,858361.274916198
484,1970,CA,CDF,RRU,SPRINGS,0,1970-06-30,,14,,,444.832397460938,,1,431,7321.81578000366,1800172.84244018
2017,1970,CA,CCO,LAC,,0,1970-06-30,,14,,,7.50883960723877,,1,0,805.618619479394,30387.1953473073
10793,1970,CA,CDF,SCU,TASSAJARA,0,1970-07-02,,14,,,448.502624511719,,1,6,5568.68054010001,1815025.69217857
1977,1970,CA,CDF,SCU,BANNISTER,0,1970-07-04,,14,,,454.355895996094,,1,43,6067.41137112564,1838713.13307936
7998,1970,CA,USF,SNF,PEACHTREE,0,1970-07-04,1970-07-06,3,,80,71.9445877075195,8,1,62,2684.02442774905,291149.409714044
8779,1970,CA,USF,TOI,,0,1970-07-04,,1,,,63.474193572998,,1,48,2197.16499310959,256870.949130016
10790,1970,CA,CDF,LNU,SILVEY #2,0,1970-07-04,,14,,,497.484008789062,,1,5,6180.11413345153,2013246.37933429
1980,1970,CA,CDF,SCU,CARNEGIE #3,0,1970-07-05,,14,,,4389.78125,,1,52,22068.1958829039,17764814.2514287
2018,1970,CA,CCO,LAC,,0,1970-07-05,,14,,,22.1103801727295,,1,0,1770.1144428416,89477.5345462823
6437,1970,CA,CDF,SLU,PARKHILL,0,1970-07-05,,14,,,4350.72802734375,,1,159,22755.976236638,17606771.4963775
6439,1970,CA,USF,LPF,,0,1970-07-05,1970-07-06,9,,90,108.005348205566,8,1,32,2410.36034351372,437082.144190993
10787,1970,CA,CDF,LNU,RUMSEY SERIES,0,1970-07-05,,14,,,292.241271972656,,1,11,5981.42288506438,1182658.41115559
10873,1970,CA,CDF,SCU,WPRR #9,0,1970-07-05,,14,,,1532.56481933594,,1,54,19410.3432183612,6202069.56389928
10876,1970,CA,CDF,MMU,MARTIN,0,1970-07-05,,14,,,682.091430664062,,1,92,11182.7914099722,2760325.99444695
2001,1970,CA,CCO,LAC,,0,1970-07-09,,14,,,9.19725513458252,,1,0,946.076133170082,37219.972711087
6442,1970,CA,CDF,BEU,CARTER,0,1970-07-09,,14,,,647.492858886719,,1,211,7542.24611613358,2620310.58001927
9711,1970,CA,CCO,LAC,WINNET FIRE,313026,1970-07-10,,14,,,304.577087402344,,1,119,6584.01054918223,1232579.79960842
10899,1970,CA,CCO,LAC,,0,1970-07-13,,14,,,13.9997081756592,,1,0,1001.59238698251,56654.80966238
13019,1970,CA,USF,CNF,EL MONTE,0,1970-07-13,1970-07-14,8,,130,196.357940673828,8,1,44,4008.98727260105,794632.418631343
2002,1970,CA,CCO,LAC,,0,1970-07-17,,14,,,4.70941829681396,,1,0,834.830668292125,19058.33970938
8782,1970,CA,CCO,MRN,ALPINE DAM,0,1970-07-18,,14,,,110.957389831543,,1,330,3376.0154490559,449028.636337866
10438,1970,CA,CDF,MEU,JOHNSON SERIES,0,1970-07-19,,14,,,326.358184814453,,1,125,5462.71824120778,1320724.68289768
10786,1970,CA,CDF,NEU,PONDEROSA,0,1970-07-19,,14,,,296.691589355469,,1,369,4845.62720213014,1200668.29291838
3133,1970,CA,USF,SQF,JAMES,0,1970-07-22,1970-07-24,2,,1400,1511.94494628906,8,1,57,16200.7343227935,6118623.89710159
1982,1970,CA,CDF,SCU,COPPER MTN.,0,1970-07-25,,14,,,2499.77978515625,,1,43,16876.818724350702,10116249.8486074
8657,1970,CA,USF,MDF,BRILES,0,1970-07-26,1970-07-27,7,,39,2.14671158790588,8,1,50,432.097333832814,8687.43313696657
10129,1970,CA,USF,CNF,WARD,0,1970-07-27,1970-07-28,4,,145,98.6087875366211,8,1,55,3341.88533304078,399055.606881383
10789,1970,CA,CDF,NEU,SHOCKLEY,0,1970-07-27,,14,,,285.523742675781,,1,399,5875.98676611529,1155473.57335569
6779,1970,CA,CCO,KRN,BEAR MOUNTAIN #1,1864,1970-07-28,,14,,,1609.70104980469,,1,352,9915.77264289904,6514229.01992767
8763,1970,CA,CCO,LAC,,0,1970-07-28,,14,,,7.86041831970215,,1,0,902.812036726056,31809.9841225902
14442,1970,CA,USF,SRF,,0,1970-07-29,1970-07-30,2,,68,57.1345024108887,8,1,26,1840.96853236797,231215.124269497
2005,1970,CA,CCO,LAC,,0,1970-07-30,,14,,,19.8793754577637,,1,0,1594.0880382588,80448.9799504596
3422,1970,CA,CCO,LAC,,0,1970-07-30,,14,,,3.75076031684875,,1,0,498.214477143197,15178.7885466724
10178,1970,CA,USF,CNF,GUATAY,0,1970-07-30,1970-07-31,8,,70,70.0704498291016,8,1,57,3482.82202827884,283565.035356126
2014,1970,CA,CCO,LAC,,0,1970-07-31,,14,,,4.14741849899292,,1,0,602.403576472062,16784.0076090847
8760,1970,CA,CCO,LAC,,0,1970-07-31,,14,,,100.516014099121,,1,0,3026.40630807568,406773.871034483
10126,1970,CA,CDF,FKU,WOLF,0,1970-07-31,,14,,,426.863311767578,,1,122,6936.99298287539,1727454.53540973
10133,1970,CA,USF,CNF,BARRETT,0,1970-07-31,1970-08-01,4,,105,104.815376281738,8,1,59,2674.11725675121,424172.77683197
10892,1970,CA,CCO,LAC,,0,1970-07-31,,14,,,1.47506129741669,,1,0,327.341729567819,5969.36115728887
10895,1970,CA,CCO,LAC,,0,1970-07-31,,14,,,62.4469146728516,,1,0,2962.96458794457,252713.702310319
3425,1970,CA,CCO,LAC,,0,1970-08-01,,14,,,3.46992135047913,,1,0,484.187958157398,14042.2732444761
3683,1970,CA,CCO,LAC,,0,1970-08-01,,14,,,1.0825582742691,,1,0,279.287732890047,4380.95803423388
8000,1970,CA,USF,INF,,0,1970-08-01,1970-08-01,8,,20,35.9674339294434,8,1,84,1617.54138559301,145555.034389661
10123,1970,CA,CDF,BEU,MELENDY,0,1970-08-01,,14,,,290.038024902344,,1,38,5410.92739531832,1173742.18770038
480,1970,CA,CDF,RRU,HOWELL,0,1970-08-02,,14,,,1745.90161132812,,1,558,26620.4600953407,7065413.07818024
489,1970,CA,CCO,VNC,POPLAR,0,1970-08-02,,9,,,1420.92211914062,,1,8,13696.2565543397,5750267.8536859
8768,1970,CA,USF,CNF,MARION,0,1970-08-02,1970-08-02,7,,45,23.1989974975586,8,1,65,1755.52287159084,93883.0147125951
2000,1970,CA,CCO,LAC,,0,1970-08-03,,14,,,4.20561456680298,,1,0,709.796885051366,17019.5177768967
1999,1970,CA,CCO,LAC,,0,1970-08-04,,14,,,8.23091506958008,,1,0,827.782257482446,33309.3317954636
10886,1970,CA,CDF,RRU,CASCO RAILROAD #26,0,1970-08-06,,14,,,553.077392578125,,1,568,9198.67969866846,2238224.8616587
18280,1970,CA,NPS,KNP,LOST CANY,0,1970-08-07,1970-09-03,1,,21,16.9082412719727,8,2,13,1500.76467915155,68425.2211373563
1283,1970,CA,CCO,LAC,,0,1970-08-08,,14,,,1.81320691108704,,1,0,383.851785460081,7337.78807033449
10124,1970,CA,CDF,BEU,SONNE,0,1970-08-08,,14,,,355.264526367188,,1,283,5443.92898874028,1437704.47298407
10974,1970,CA,USF,TNF,OUR,0,1970-08-08,1970-08-09,4,,16,15.2441177368164,,1,76,978.829354633725,61690.7566271719
8766,1970,CA,CCO,LAC,,0,1970-08-09,,14,,,19.8028945922852,,1,0,1341.79139171583,80139.4698553046
9699,1970,CA,CCO,LAC,RYE FIRE,312037,1970-08-09,,14,,,101.601821899414,,1,626,2856.09916923037,411167.994847221
12408,1970,CA,USF,PNF,,0,1970-08-09,1970-08-10,9,,161,94.3239364624023,8,1,138,3191.74429862498,381715.418982758
2016,1970,CA,CCO,LAC,,0,1970-08-12,,14,,,51.9312553405762,,1,0,2143.82299727611,210158.340000436
10879,1970,CA,CDF,MMU,ORTIGALITA RIDGE,0,1970-08-12,,14,,,599.48828125,,1,17,7713.5392723389195,2426043.07505998
8656,1970,CA,USF,MDF,HILTON,0,1970-08-13,1970-08-14,2,,265,253.290344238281,8,1,53,4441.90483413193,1025029.66233843
10437,1970,CA,CDF,SCU,JACKSON,0,1970-08-13,,14,,,282.575500488281,,1,90,9523.62261778411,1143542.47645617
8758,1970,CA,CCO,LAC,,0,1970-08-14,,14,,,16.7718563079834,,1,0,1084.72532525978,67873.2932726392
8764,1970,CA,CCO,LAC,,0,1970-08-14,,14,,,51.9620018005371,,1,0,3250.8972502381,210282.765811198
